0	-921.41	53.67	-955.79	-888.29	38.96	64.39
0.1	-917.12	55.12	-947.56	-891.03	41.92	61.97
0.2	-916.33	55.12	-962.02	-896.29	30.99	62.42
0.3	-930.58	50.71	-969.24	-913.15	28.31	58.76
0.4	-924.78	53.04	-948.97	-899.77	41.91	62.06
0.5	-926.5	52.2	-956.32	-901.16	35.22	62.77
0.6	-920.36	54.99	-938.45	-902.67	49.57	61.72
0.7	-932.52	48.77	-973.21	-904.38	24.92	60.71
0.8	-925.37	52.01	-957.14	-904.41	36.72	58.3
0.9	-920.34	54.42	-942.35	-902.87	44.91	61.86
1	-922.94	54.19	-951.93	-905.17	39.29	60.66
